"Time [us]","Current(w1) [A]","Current(w2) [A]","Current(w4) [A]","Current(w6) [A]","Current(w2)+Current(w4)+Current(w6) [A]"
2.28999999999999,0.968583161128647,-0.91051972526394,-0.0891135554749569,0.030652185230947,-0.96898109550795
2.29999999999999,0.951056516295174,-0.866843048389112,-0.0465941276460876,0.055822815151339,-0.857614360883861
2.30999999999999,0.929776485888275,-0.819726256633137,-0.00391859988691319,0.0807818843272291,-0.742862972192821
2.31999999999999,0.904827052466047,-0.769355338991129,0.0387447236921495,0.105430812998559,-0.62517980230042
2.32999999999999,0.876306680043894,-0.71592912649522,0.081227586274371,0.129672246906831,-0.505029293314018
2.33999999999999,0.844327925502049,-0.659658507566361,0.123362442336551,0.153410440826402,-0.382885624403408
2.34999999999999,0.809016994374984,-0.60076559658529,0.164983118998726,0.17655163609555,-0.259230841491014
2.35999999999999,0.770513242775829,-0.539482856223933,0.205925471670896,0.199004430783104,-0.134552953769933
2.36999999999999,0.728968627421455,-0.476052180835893,0.246028031794605,0.220680140626879,-0.00934400841440902
2.37999999999999,0.684547105928735,-0.410723941438205,0.285132644234916,0.241493148676131,0.115901851472842
2.38999999999999,0.637423989748739,-0.343755997626923,0.323085091529714,0.261361243623565,0.240690337526356
2.39999999999999,0.587785252292524,-0.275412680004299,0.359735702330536,0.280205943821221,0.364528966147458
2.40999999999999,0.53582679497905,-0.205963747090204,0.394939942278921,0.297952807201302,0.486929002390019
2.41999999999999,0.481753674101771,-0.13568332023723,0.428558984120397,0.314531725094817,0.607407388977984
2.42999999999999,0.425779291565132,-0.0648488024909832,0.460460256128017,0.329877198692906,0.72548865232994
2.43999999999999,0.368124552684736,0.00626021665795357,0.490517964837669,0.343928598016187,0.84070677951181
2.44999999999999,0.309016994375007,0.0773630643513673,0.518613591642584,0.356630400475062,0.952607056469013
2.45999999999999,0.248689887164916,0.148179092939985,0.544636360571728,0.367932410467586,1.0607478639793
2.46999999999999,0.187381314585789,0.218428786010273,0.568483675682778,0.377789957469204,1.16470241916226
2.47999999999999,0.125333233564369,0.28783486300928,0.590061525288628,0.386164072297314,1.26406046059522
2.48999999999999,0.0627905195293757,0.356123372212882,0.609284854142766,0.393021640700609,1.35842986705626
2.49999999999999,6.45611696179827e-14,0.423024774011526,0.626077897765488,0.398335534131326,1.44743820590834
2.50999999999999,-0.0627905195292486,0.488275001045318,0.640374482545376,0.402084716508956,1.53073420009965
2.51999999999999,-0.12533323356424,0.551616505299699,0.652118286280702,0.404254328519686,1.60798912010009
2.52999999999999,-0.187381314585664,0.612799269324197,0.661263060957521,0.404835744332764,1.67889807461448
2.53999999999999,-0.248689887164793,0.671581796737851,0.66777281481998,0.403826606804716,1.74318121836255
2.54999999999999,-0.309016994374888,0.727732063210069,0.671621954229191,0.401230837257992,1.80058485469725
